otu,genus,dx,statistic,estimate,p.value,bh,scfa,model
Otu00594,Ruminococcaceae_unclassified,adenoma,909924.9690527146,-0.3082657134988421,6.940952061735039e-5,0.006038628293709484,acetate,adn_reg
Otu00492,Clostridiales_unclassified,adenoma,907948.6230556181,-0.30542417623593576,8.156204703030062e-5,0.0060821983642595605,acetate,adn_reg
Otu00162,Clostridiales_unclassified,adenoma,904933.2419425594,-0.3010887421534384,1.0399698874574695e-4,0.006785803515659989,acetate,adn_reg
Otu00179,Ruminococcaceae_unclassified,adenoma,898889.1221010339,-0.2923986687673019,1.67344275438496e-4,0.009681839959613699,acetate,adn_reg
Otu01093,Clostridiales_unclassified,adenoma,897556.3491290909,-0.2904824435373404,1.8547586129528156e-4,0.009681839959613699,acetate,adn_reg
Otu01613,Clostridiales_unclassified,adenoma,895831.5441486808,-0.28800256520111694,2.1165997324937508e-4,0.010044227821470344,acetate,adn_reg
Otu00037,Alistipes,adenoma,889815.5483044299,-0.27935292774388926,3.323473499973771e-4,0.013237856467454673,acetate,adn_reg
Otu00184,Clostridium_XlVa,adenoma,886320.4598530565,-0.27432778331759894,4.2909313497919716e-4,0.013237856467454673,acetate,adn_reg
Otu00207,Oscillibacter,adenoma,885727.1097229653,-0.27347468041604145,4.4789939672028046e-4,0.013237856467454673,acetate,adn_reg
Otu00220,Lachnospiraceae_unclassified,adenoma,885578.4232571474,-0.27326090300372,4.5272994966882564e-4,0.013237856467454673,acetate,adn_reg
Otu00232,Ruminococcaceae_unclassified,adenoma,890826.091419717,-0.2808058595291537,3.084021222538757e-4,0.013237856467454673,acetate,adn_reg
Otu00253,Ruminococcaceae_unclassified,adenoma,884712.3446505939,-0.27201567841412744,4.81837687512718e-4,0.013237856467454673,acetate,adn_reg
Otu00790,Bacteria_unclassified,adenoma,886031.1475650774,-0.273911817870194,4.381697425206391e-4,0.013237856467454673,acetate,adn_reg
Otu00842,Ruminococcaceae_unclassified,adenoma,885151.685204049,-0.27264735047741107,4.668626223326137e-4,0.013237856467454673,acetate,adn_reg
Otu00602,Ruminococcaceae_unclassified,adenoma,882054.4867822867,-0.26819428166305287,5.823062957821033e-4,0.015198194319912898,acetate,adn_reg
Otu00001,Blautia,adenoma,510494.40384408,0.2660248391935817,6.476101862790793e-4,0.01609773891607997,acetate,adn_reg
Otu00349,Pseudoflavonifractor,adenoma,878661.6572859109,-0.26331616241935646,7.386043066963554e-4,0.016763106438934673,acetate,adn_reg
Otu00353,Bacteria_unclassified,adenoma,879237.6502341161,-0.2641443096303718,7.0960711969701e-4,0.016763106438934673,acetate,adn_reg
Otu00438,Lachnospiraceae_unclassified,adenoma,876012.7420533692,-0.2595076231501167,8.865227639001272e-4,0.018510595310234655,acetate,adn_reg
Otu00609,Clostridiales_unclassified,adenoma,876157.6314405791,-0.2597159412246651,8.777762131803682e-4,0.018510595310234655,acetate,adn_reg
Otu00025,Dorea,adenoma,516376.6144140039,0.2575675546152463,9.719078522817002e-4,0.019512919188117213,acetate,adn_reg
Otu00316,Firmicutes_unclassified,adenoma,874015.2721348343,-0.2566357144795754,0.0010155450994065057,0.019633871921859107,acetate,adn_reg
Otu00094,Pasteurellaceae_unclassified,adenoma,519341.93369335734,0.25330409809443677,0.0011866647592421033,0.022122821583013496,acetate,adn_reg
Otu00072,Lachnospiraceae_unclassified,adenoma,869189.9434357869,-0.24969798630634202,0.0014013132367007772,0.02522363826061399,acetate,adn_reg
Otu00772,Clostridium_XlVa,adenoma,867921.146362679,-0.2478737439076934,0.0015229015250751725,0.026498486536308,acetate,adn_reg
Otu00230,Clostridium_XlVa,adenoma,866766.8371726769,-0.24621410911645536,0.0016418005309491738,0.027645802488886092,acetate,adn_reg
Otu00151,Subdoligranulum,adenoma,865064.3058382845,-0.24376625523102796,0.001832656893489717,0.02989521557505101,acetate,adn_reg
Otu00006,Bacteroides,adenoma,863787.4276726315,-0.24193039405427805,0.001988814900463116,0.031225977667094205,acetate,adn_reg
Otu00416,Ruminococcaceae_unclassified,adenoma,863435.9272480427,-0.24142501617213405,0.0020338759400023044,0.031225977667094205,acetate,adn_reg
Otu00558,Clostridium_XlVa,adenoma,862162.0292625915,-0.23959343981854056,0.0022050678567910407,0.032887012035569235,acetate,adn_reg
Otu00273,Clostridium_IV,adenoma,861398.7361520516,-0.2384959974580913,0.0023138075484574294,0.033476179496783186,acetate,adn_reg
Otu00308,Firmicutes_unclassified,adenoma,860572.5964129056,-0.23730819590077293,0.0024369632583865156,0.033476179496783186,acetate,adn_reg
Otu00455,Ruminococcaceae_unclassified,adenoma,860589.0054908344,-0.23733178843287667,0.00243446034883384,0.033476179496783186,acetate,adn_reg
Otu00659,Firmicutes_unclassified,adenoma,859955.1042479185,-0.23642038222900622,0.0025328630247739414,0.03390139740851275,acetate,adn_reg
Otu00014,Lachnospiraceae_unclassified,adenoma,533868.5408456974,0.23241813197938604,0.0030090311535174497,0.03849679394271172,acetate,adn_reg
Otu00260,Flavonifractor,adenoma,855524.6662267823,-0.23005041728028255,0.00332744380217878,0.03849679394271172,acetate,adn_reg
Otu00436,Clostridium_XlVa,adenoma,856168.3972259321,-0.23097595644400173,0.0031995246748130596,0.03849679394271172,acetate,adn_reg
Otu00545,Ruminococcaceae_unclassified,adenoma,856436.6694634428,-0.23136167107120245,0.0031475382152795243,0.03849679394271172,acetate,adn_reg
Otu00597,Oscillibacter,adenoma,857079.2941310726,-0.23228561958113716,0.0030260967392261554,0.03849679394271172,acetate,adn_reg
Otu01089,Clostridiales_unclassified,adenoma,855206.1048817466,-0.229592398323192,0.0033924377803922208,0.03849679394271172,acetate,adn_reg
Otu01114,Ruminococcaceae_unclassified,adenoma,855900.1564159524,-0.23059028700246204,0.003252278736411484,0.03849679394271172,acetate,adn_reg
Otu00009,Blautia,adenoma,537213.8066254646,0.22760839857162327,0.0036873931443652487,0.04095360045443957,acetate,adn_reg
Otu00254,Ruminococcaceae_unclassified,adenoma,852646.2864558214,-0.22591196005265324,0.003957700221913444,0.0430399899133087,acetate,adn_reg
Otu00100,Bacteroides,adenoma,849690.067548144,-0.22166158780213926,0.004714852808041038,0.043503204387627496,acetate,adn_reg
Otu00133,Clostridium_XlVa,adenoma,849517.902703932,-0.22141405380712564,0.004762708114889916,0.043503204387627496,acetate,adn_reg
Otu00148,Lachnospiraceae_unclassified,adenoma,539731.7501007683,0.22398816698187216,0.004285695813198064,0.043503204387627496,acetate,adn_reg
Otu00251,Parabacteroides,adenoma,850831.378075968,-0.22330253346556247,0.0044083668717476146,0.043503204387627496,acetate,adn_reg
Otu00371,Firmicutes_unclassified,adenoma,849064.4363879439,-0.2207620721013685,0.004890845139279461,0.043503204387627496,acetate,adn_reg
Otu00502,Oscillibacter,adenoma,848973.0863975283,-0.22063073153543877,0.004917028848410005,0.043503204387627496,acetate,adn_reg
Otu00562,Ruminococcaceae_unclassified,adenoma,849855.3581975079,-0.2218992382641878,0.004669314392789641,0.043503204387627496,acetate,adn_reg
Otu00606,Oxalobacteraceae_unclassified,adenoma,851929.5155726653,-0.22488140610286592,0.0041304827574547235,0.043503204387627496,acetate,adn_reg
Otu00690,Clostridiales_unclassified,adenoma,849018.1709938123,-0.22069555295866716,0.004904090565335073,0.043503204387627496,acetate,adn_reg
Otu00845,Ruminococcaceae_unclassified,adenoma,850436.3776917594,-0.2227346125082807,0.0045123541440235445,0.043503204387627496,acetate,adn_reg
Otu00987,Ruminococcaceae_unclassified,adenoma,850322.8266674425,-0.22257135189130806,0.004542652035983543,0.043503204387627496,acetate,adn_reg
Otu00203,Ruminococcaceae_unclassified,adenoma,847128.9613611506,-0.21797929802327834,0.005473175310944689,0.04761662520521879,acetate,adn_reg
Otu00747,Ruminococcaceae_unclassified,adenoma,846596.6197405328,-0.21721391152020478,0.005643854055173125,0.048142934696350344,acetate,adn_reg
Otu00844,Ruminococcaceae_unclassified,adenoma,846369.4473241378,-0.2168872891133797,0.005718126343244676,0.048142934696350344,acetate,adn_reg
Otu00162,Clostridiales_unclassified,adenoma,969134.7356640206,-0.39339592774330084,2.437597117468971e-7,1.2724256953188027e-4,butyrate,adn_reg
Otu00842,Ruminococcaceae_unclassified,adenoma,943466.0620611808,-0.35649019735044407,3.458419262941235e-6,9.026474276276622e-4,butyrate,adn_reg
Otu00602,Ruminococcaceae_unclassified,adenoma,938895.4907236695,-0.34991875247824594,5.363032202191278e-6,9.331676031812823e-4,butyrate,adn_reg
Otu00659,Firmicutes_unclassified,adenoma,933367.3466209583,-0.34197053516930975,8.999510387571341e-6,0.00117443610557806,butyrate,adn_reg
Otu00597,Oscillibacter,adenoma,927600.295925903,-0.3336788243701158,1.5215184789618914e-5,0.0015884652920362147,butyrate,adn_reg
Otu00371,Firmicutes_unclassified,adenoma,923758.0168867422,-0.3281544986294313,2.1410038695989108e-5,0.0018582513956791906,butyrate,adn_reg
Otu00594,Ruminococcaceae_unclassified,adenoma,922026.6241378164,-0.3256651485763404,2.4919080018686464e-5,0.0018582513956791906,butyrate,adn_reg
Otu00203,Ruminococcaceae_unclassified,adenoma,920442.8587658908,-0.3233880532060771,2.859725455891468e-5,0.0018659708599691829,butyrate,adn_reg
Otu00005,Roseburia,adenoma,475727.73161697644,0.3160114279719111,4.4336072025898406e-5,0.002215177017797482,butyrate,adn_reg
Otu00308,Firmicutes_unclassified,adenoma,914700.595113968,-0.315131980552634,4.667997547082816e-5,0.002215177017797482,butyrate,adn_reg
Otu00709,Clostridiales_unclassified,adenoma,916760.0014204048,-0.318092939700375,3.922146242425664e-5,0.002215177017797482,butyrate,adn_reg
Otu00043,Ruminococcaceae_unclassified,adenoma,913479.8468901793,-0.31337682150071783,5.170989784193739e-5,0.002230302378752929,butyrate,adn_reg
Otu00094,Pasteurellaceae_unclassified,adenoma,478417.9359671,0.312143524316914,5.55439289727741e-5,0.002230302378752929,butyrate,adn_reg
Otu00438,Lachnospiraceae_unclassified,adenoma,911424.8398875408,-0.31042218755397527,6.134280131419678e-5,0.00228721016328648,butyrate,adn_reg
Otu00492,Clostridiales_unclassified,adenoma,910288.3715332941,-0.3087882038378394,6.736851379581948e-5,0.002344424280094518,butyrate,adn_reg
Otu00254,Ruminococcaceae_unclassified,adenoma,907302.232631898,-0.30449481342290385,8.595081236487647e-5,0.002804145253404095,butyrate,adn_reg
Otu00049,Ruminococcaceae_unclassified,adenoma,485758.89943039493,0.30158888395675904,1.0114180029050437e-4,0.003105648220684899,butyrate,adn_reg
Otu00007,Faecalibacterium,adenoma,488384.5782657361,0.29781375335614196,1.2463718625428525e-4,0.0034936234927024296,butyrate,adn_reg
Otu00253,Ruminococcaceae_unclassified,adenoma,902401.3688986785,-0.2974484830036209,1.2716254092211908e-4,0.0034936234927024296,butyrate,adn_reg
Otu00179,Ruminococcaceae_unclassified,adenoma,901110.3764210931,-0.2955923286477644,1.4075011886574025e-4,0.0034986458118055437,butyrate,adn_reg
Otu00316,Firmicutes_unclassified,adenoma,901316.7382557349,-0.2958890301583491,1.3849089618032703e-4,0.0034986458118055437,butyrate,adn_reg
Otu00536,Ruminococcaceae_unclassified,adenoma,899240.2728787748,-0.2929035439365866,1.6284980986938302e-4,0.0038021288011236528,butyrate,adn_reg
Otu00811,Clostridiales_unclassified,adenoma,898875.0520068024,-0.2923784391632195,1.6752674794222991e-4,0.0038021288011236528,butyrate,adn_reg
Otu01456,Clostridiales_unclassified,adenoma,897838.1787082959,-0.29088765054677934,1.8149568851632351e-4,0.003947531225230037,butyrate,adn_reg
Otu00282,Clostridiales_unclassified,adenoma,897090.2325689076,-0.28981227364979817,1.9223746144017654e-4,0.004013918194870886,butyrate,adn_reg
Otu01114,Ruminococcaceae_unclassified,adenoma,894317.7637899462,-0.2858260924056045,2.374332070577665e-4,0.004766928234005928,butyrate,adn_reg
Otu01093,Clostridiales_unclassified,adenoma,892812.5717685471,-0.28366196769114776,2.6592714044989326e-4,0.0051412580486979356,butyrate,adn_reg
Otu00167,Clostridiales_unclassified,adenoma,499403.9473523066,0.2819704000570701,2.9037584692027154e-4,0.005241577483181616,butyrate,adn_reg
Otu00251,Parabacteroides,adenoma,891598.0744294733,-0.28191579599360655,2.9119874906564534e-4,0.005241577483181616,butyrate,adn_reg
Otu00014,Lachnospiraceae_unclassified,adenoma,501901.4725160825,0.27837952536795124,3.493414549301252e-4,0.006078541315784177,butyrate,adn_reg
Otu00349,Pseudoflavonifractor,adenoma,885033.0300378295,-0.2724767512621198,4.7086405188863514e-4,0.007475120589480997,butyrate,adn_reg
Otu00657,Clostridia_unclassified,adenoma,885782.1247570909,-0.2735537795564339,4.461241671901972e-4,0.007475120589480997,butyrate,adn_reg
Otu01613,Clostridiales_unclassified,adenoma,884982.8706969334,-0.27240463350720806,4.725650947373044e-4,0.007475120589480997,butyrate,adn_reg
Otu00220,Lachnospiraceae_unclassified,adenoma,883935.7947056923,-0.2708991757328222,5.093967463454193e-4,0.007820738282126732,butyrate,adn_reg
Otu00001,Blautia,adenoma,507703.37976681883,0.27003769874795996,5.316477888671485e-4,0.0079291470225329,butyrate,adn_reg
Otu00230,Clostridium_XlVa,adenoma,882570.0761995902,-0.26893558229754744,5.614222604487802e-4,0.008140622776507312,butyrate,adn_reg
Otu00690,Clostridiales_unclassified,adenoma,879862.0283808094,-0.265042023781932,6.793601612730202e-4,0.009584486599581528,butyrate,adn_reg
Otu00435,Ruminococcaceae_unclassified,adenoma,878453.5425574937,-0.26301694064511977,7.493467453416414e-4,0.010293657922850969,butyrate,adn_reg
Otu00207,Oscillibacter,adenoma,875763.7928986674,-0.25914969073307376,9.017381887129428e-4,0.012069418833542464,butyrate,adn_reg
Otu00037,Alistipes,adenoma,873804.5989317838,-0.256332814199137,0.0010301119228810548,0.012976672396882594,butyrate,adn_reg
Otu00107,Roseburia,adenoma,517435.15052558883,0.2560456197872256,0.0010441000779100938,0.012976672396882594,butyrate,adn_reg
Otu00772,Clostridium_XlVa,adenoma,874278.4740599463,-0.25701413914761073,9.976116316844999e-4,0.012976672396882594,butyrate,adn_reg
Otu00009,Blautia,adenoma,518604.19769392395,0.25436479512605825,0.001129517087936314,0.013279786195170739,butyrate,adn_reg
Otu00184,Clostridium_XlVa,adenoma,872840.8293089947,-0.2549471320867764,0.0010992247414974116,0.013279786195170739,butyrate,adn_reg
Otu00747,Ruminococcaceae_unclassified,adenoma,872235.1022689004,-0.25407623399600365,0.0011448091547560982,0.013279786195170739,butyrate,adn_reg
Otu00401,Ruminococcaceae_unclassified,adenoma,871296.5607771858,-0.2527268242138051,0.0012188671967682824,0.013831492972022684,butyrate,adn_reg
Otu00416,Ruminococcaceae_unclassified,adenoma,870385.5222415308,-0.25141695744411496,0.0012949223155446915,0.014142226619346984,butyrate,adn_reg
Otu00987,Ruminococcaceae_unclassified,adenoma,870321.4092893541,-0.2513247775611834,0.0013004346316640904,0.014142226619346984,butyrate,adn_reg
Otu00046,Roseburia,adenoma,522790.21346156386,0.24834625393725002,0.0014905171145250628,0.015307961912595395,butyrate,adn_reg
Otu00148,Lachnospiraceae_unclassified,adenoma,522828.4775705721,0.24829123882767987,0.0014942550859302058,0.015307961912595395,butyrate,adn_reg
Otu00609,Clostridiales_unclassified,adenoma,868197.7205241397,-0.2482713948184663,0.0014956054742190905,0.015307961912595395,butyrate,adn_reg
Otu00232,Ruminococcaceae_unclassified,adenoma,866976.7564480258,-0.24651592541986672,0.0016195676604362562,0.016257967668225494,butyrate,adn_reg
Otu00581,Flavonifractor,adenoma,865600.9484392804,-0.24453782556832346,0.001770424369827092,0.01743700983112721,butyrate,adn_reg
Otu01019,Clostridiales_unclassified,adenoma,863436.1148939402,-0.24142528596437215,0.0020338516389494933,0.019660565843178435,butyrate,adn_reg
Otu00277,Alistipes,adenoma,862082.834001074,-0.23947957499579292,0.002216130388090884,0.02103309204697166,butyrate,adn_reg
Otu00382,Ruminococcaceae_unclassified,adenoma,861030.2404130249,-0.23796618416871534,0.0023680256211703237,0.022073381683051944,butyrate,adn_reg
Otu00522,Firmicutes_unclassified,adenoma,859826.5982188926,-0.23623561970740253,0.002553245429956241,0.023134318770546395,butyrate,adn_reg
Otu00844,Ruminococcaceae_unclassified,adenoma,859718.6624154747,-0.2360804325044206,0.002570479863394044,0.023134318770546395,butyrate,adn_reg
Otu00625,Bacteria_unclassified,adenoma,858457.5764929974,-0.23426727699131214,0.0027797945522748937,0.024594114513347365,butyrate,adn_reg
Otu00151,Subdoligranulum,adenoma,858011.7959196917,-0.23362634564022827,0.0028573966150580994,0.024765919507408043,butyrate,adn_reg
Otu00404,Lachnospiraceae_unclassified,adenoma,857804.7478811815,-0.23332865752412796,0.002894101704888679,0.024765919507408043,butyrate,adn_reg
Otu00558,Clostridium_XlVa,adenoma,855642.2763358104,-0.23021951394037612,0.0033037339358489974,0.027815308298599625,butyrate,adn_reg
Otu00026,Coprococcus,adenoma,535920.7230996088,0.2294675593805947,0.003410350160773742,0.028257187046411007,butyrate,adn_reg
Otu01055,Solobacterium,adenoma,854405.756414397,-0.22844167876466112,0.003560808305556399,0.02904284274219438,butyrate,adn_reg
Otu00013,Faecalibacterium,adenoma,537180.4203389862,0.22765640047879834,0.003679992545217248,0.029553170901590823,butyrate,adn_reg
Otu01100,Firmicutes_unclassified,adenoma,850602.6621591458,-0.2229736918552246,0.004468312985023007,0.03534029360881833,butyrate,adn_reg
Otu00323,Ruminococcaceae_unclassified,adenoma,850090.28299034,-0.22223700682991124,0.004605270071094868,0.0358798653300227,butyrate,adn_reg
Otu00591,Lachnospiraceae_unclassified,adenoma,848872.3974737584,-0.22048596370163098,0.004946034824989304,0.03796809086241789,butyrate,adn_reg
Otu00415,Oscillibacter,adenoma,848346.4175352268,-0.21972972385442088,0.005100062821388418,0.038341848352692894,butyrate,adn_reg
Otu00429,Lachnospiraceae_unclassified,adenoma,542833.0795538885,0.21952915868143472,0.005141627173732764,0.038341848352692894,butyrate,adn_reg
Otu00893,Clostridium_IV,adenoma,846181.8842217455,-0.21661761591578316,0.005780105406340761,0.04249598622689968,butyrate,adn_reg
Otu01228,Ruminococcaceae_unclassified,adenoma,845163.3351812568,-0.2151531734260075,0.006127270979953249,0.04442271460466106,butyrate,adn_reg
Otu00188,Lachnospiraceae_unclassified,adenoma,546514.9349446117,0.21423548575941487,0.006354188139789442,0.04496868838615794,butyrate,adn_reg
Otu00585,Lachnospiraceae_unclassified,adenoma,844467.9023440467,-0.21415329874632905,0.006374871533669899,0.04496868838615794,butyrate,adn_reg
Otu00455,Ruminococcaceae_unclassified,adenoma,843306.1494358913,-0.21248296157679342,0.006808440827850545,0.04738674816183979,butyrate,adn_reg
Otu00001,Blautia,adenoma,432590.731794321,0.37803264924902097,7.652020946343028e-7,3.994354933991061e-4,propionate,adn_reg
Otu00043,Ruminococcaceae_unclassified,adenoma,937280.7446517758,-0.34759711388856657,6.247554981000419e-6,6.91140662659723e-4,propionate,adn_reg
Otu00253,Ruminococcaceae_unclassified,adenoma,937747.2886349369,-0.3482678983134012,5.97872166344619e-6,6.91140662659723e-4,propionate,adn_reg
Otu00659,Firmicutes_unclassified,adenoma,941796.9298811676,-0.3540903638733144,4.063991373713244e-6,6.91140662659723e-4,propionate,adn_reg
Otu00842,Ruminococcaceae_unclassified,adenoma,936664.6955843283,-0.3467113750637338,6.62012128984409e-6,6.91140662659723e-4,propionate,adn_reg
Otu00251,Parabacteroides,adenoma,923713.6402421804,-0.32809069508019967,2.149384266954823e-5,0.001790628313436107,propionate,adn_reg
Otu00609,Clostridiales_unclassified,adenoma,922450.8966631704,-0.3262751562329918,2.4012257076729404e-5,0.001790628313436107,propionate,adn_reg
Otu00072,Lachnospiraceae_unclassified,adenoma,919797.1976778418,-0.32245973901230984,3.0238700744662245e-5,0.0019730752235892113,propionate,adn_reg
Otu00037,Alistipes,adenoma,915040.6764188833,-0.31562094033080756,4.536281200321294e-5,0.002367938786567716,propionate,adn_reg
Otu00401,Ruminococcaceae_unclassified,adenoma,915517.2572411358,-0.3163061554536688,4.3575623054698535e-5,0.002367938786567716,propionate,adn_reg
Otu00372,Lachnospiraceae_unclassified,adenoma,909964.9110344606,-0.30832314100882896,6.918238928002825e-5,0.0027875012111760237,propionate,adn_reg
Otu00811,Clostridiales_unclassified,adenoma,910869.9260324715,-0.30962434729766425,6.42189339416679e-5,0.0027875012111760237,propionate,adn_reg
Otu01114,Ruminococcaceae_unclassified,adenoma,909923.0364288692,-0.30826293482411615,6.942052824767875e-5,0.0027875012111760237,propionate,adn_reg
Otu00282,Clostridiales_unclassified,adenoma,904937.9930064223,-0.3010955731056223,1.0395749003779917e-4,0.003876129271409369,propionate,adn_reg
Otu00594,Ruminococcaceae_unclassified,adenoma,902837.8556637289,-0.29807605196648396,1.2285271343003137e-4,0.004275274427365091,propionate,adn_reg
Otu00602,Ruminococcaceae_unclassified,adenoma,900331.8881061956,-0.2944730390300719,1.4958609109563787e-4,0.004880246221995186,propionate,adn_reg
Otu00371,Firmicutes_unclassified,adenoma,897912.6947970005,-0.2909947877803665,1.8045670127760926e-4,0.0049578104245743175,propionate,adn_reg
